log_time,request_method,response_code,bytes_sent,source_ip
2025-12-10 06:11:08,PUT,400,3105,192.168.226.43
2025-12-09 22:26:13,POST,401,3136,192.168.136.137
2025-12-10 00:40:22,PUT,401,3790,192.168.194.88
2025-12-10 07:55:27,GET,403,776,192.168.80.143
2025-12-10 14:11:50,POST,500,2860,192.168.88.27
2025-12-09 15:54:36,GET,201,3167,192.168.115.112
2025-12-10 05:45:47,POST,400,4264,192.168.245.153
2025-12-09 21:07:50,PUT,201,1191,192.168.138.116
2025-12-10 01:28:06,DELETE,500,3417,192.168.26.110
2025-12-10 01:31:57,PUT,200,1794,192.168.211.151
2025-12-09 22:25:58,POST,401,4694,192.168.34.168
2025-12-09 15:52:51,PUT,401,717,192.168.70.242
2025-12-10 01:40:12,DELETE,404,2983,192.168.1.33
2025-12-10 09:52:12,POST,404,4984,192.168.69.202
2025-12-09 22:55:19,GET,500,2849,192.168.20.29
2025-12-09 20:35:56,GET,404,4923,192.168.9.34
2025-12-10 14:10:33,DELETE,400,2106,192.168.181.124
2025-12-09 23:50:28,GET,201,4732,192.168.91.168
2025-12-10 08:07:13,GET,401,1604,192.168.81.150
2025-12-10 07:52:05,POST,403,3395,192.168.225.140
2025-12-10 03:05:25,POST,200,4096,192.168.240.187
2025-12-09 21:44:15,GET,400,692,192.168.173.216
2025-12-10 04:12:40,DELETE,201,2460,192.168.27.204
2025-12-09 17:01:30,POST,401,4724,192.168.116.28
2025-12-10 14:17:46,GET,500,615,192.168.142.58
2025-12-10 00:38:22,GET,200,2202,192.168.127.19
2025-12-09 16:45:03,DELETE,201,3427,192.168.188.239
2025-12-10 00:38:08,POST,403,1778,192.168.234.229
2025-12-10 01:05:12,POST,400,3293,192.168.84.125
2025-12-10 12:13:17,GET,500,4543,192.168.204.166
2025-12-10 04:45:16,PUT,201,1136,192.168.237.110
2025-12-10 14:44:22,POST,401,3220,192.168.12.71
2025-12-10 13:39:30,DELETE,401,1888,192.168.72.73
2025-12-09 19:14:12,DELETE,404,1327,192.168.90.112
2025-12-09 15:44:45,POST,404,4600,192.168.16.116
2025-12-10 06:39:40,PUT,200,1503,192.168.79.57
2025-12-09 18:38:12,POST,200,1406,192.168.40.141
2025-12-09 18:26:59,GET,403,494,192.168.174.71
2025-12-10 10:43:34,PUT,403,2497,192.168.40.211
2025-12-10 03:29:51,PUT,200,1268,192.168.96.57
2025-12-10 07:09:48,PUT,401,3918,192.168.226.155
2025-12-09 16:45:05,PUT,201,3457,192.168.18.23
2025-12-10 12:02:06,PUT,201,1971,192.168.241.31
2025-12-10 01:42:40,DELETE,201,4877,192.168.86.132
2025-12-09 19:06:47,DELETE,500,4471,192.168.186.110
2025-12-09 22:44:06,GET,403,4738,192.168.146.132
2025-12-10 10:12:28,PUT,404,2633,192.168.215.138
2025-12-10 05:53:14,DELETE,500,765,192.168.203.233
2025-12-10 02:55:51,DELETE,403,3494,192.168.39.167
2025-12-10 02:28:15,DELETE,400,3263,192.168.237.26
2025-12-10 01:08:52,PUT,401,3699,192.168.19.153
2025-12-10 02:36:52,GET,500,2219,192.168.30.27
2025-12-09 23:18:01,DELETE,500,3234,192.168.121.152
2025-12-10 10:27:12,POST,404,1850,192.168.97.84
2025-12-10 05:12:25,GET,201,2180,192.168.47.52
2025-12-10 04:38:43,DELETE,500,3251,192.168.15.148
2025-12-10 02:09:21,DELETE,403,4915,192.168.32.239
2025-12-10 11:18:47,POST,401,3506,192.168.140.204
2025-12-10 01:31:50,GET,400,306,192.168.38.210
2025-12-09 18:28:08,GET,403,2973,192.168.137.203
2025-12-10 08:27:08,GET,201,1361,192.168.145.255
2025-12-10 13:55:28,GET,404,695,192.168.123.174
2025-12-10 13:28:44,DELETE,400,3406,192.168.216.33
2025-12-10 11:29:53,GET,404,2423,192.168.148.133
2025-12-09 19:06:10,DELETE,200,3702,192.168.106.57
2025-12-09 18:16:57,PUT,400,2198,192.168.114.20
2025-12-09 20:55:30,DELETE,404,4533,192.168.22.133
2025-12-10 05:21:21,DELETE,400,2265,192.168.60.207
2025-12-10 14:51:05,GET,401,4326,192.168.197.253
2025-12-09 19:53:45,GET,200,3141,192.168.142.120
2025-12-10 00:29:18,DELETE,403,3054,192.168.219.88
2025-12-09 21:03:00,POST,500,1034,192.168.227.216
2025-12-10 09:28:29,PUT,404,657,192.168.229.146
2025-12-10 07:24:12,DELETE,400,2599,192.168.186.53
2025-12-09 23:04:16,POST,200,2677,192.168.6.179
2025-12-10 04:30:55,GET,401,1279,192.168.243.186
2025-12-09 18:05:25,DELETE,400,3825,192.168.60.89
2025-12-10 14:03:31,DELETE,404,3720,192.168.83.241
2025-12-10 00:34:31,POST,500,341,192.168.71.124
2025-12-10 13:24:03,PUT,200,1230,192.168.13.237
2025-12-09 20:42:46,PUT,404,2826,192.168.206.136
2025-12-10 14:45:30,PUT,500,1429,192.168.98.78
2025-12-10 12:03:23,GET,403,3985,192.168.135.241
2025-12-09 19:51:59,POST,200,2804,192.168.45.64
2025-12-10 04:41:47,POST,201,2856,192.168.9.158
2025-12-09 19:41:42,GET,200,4385,192.168.68.227
2025-12-10 02:06:15,POST,200,3106,192.168.183.197
2025-12-10 09:26:58,POST,500,3669,192.168.82.238
2025-12-10 12:22:33,DELETE,400,4507,192.168.59.66
2025-12-09 23:54:33,POST,401,1114,192.168.250.223
2025-12-10 07:02:49,DELETE,200,4628,192.168.175.65
2025-12-09 17:13:36,POST,403,3826,192.168.92.124
2025-12-09 17:35:46,PUT,404,401,192.168.140.215
2025-12-10 06:09:35,POST,201,773,192.168.186.198
2025-12-10 04:14:27,GET,500,1484,192.168.151.23
2025-12-09 20:56:24,DELETE,201,4345,192.168.29.135
2025-12-10 03:39:24,DELETE,201,3547,192.168.64.197
2025-12-09 20:28:17,DELETE,404,4349,192.168.82.217
2025-12-09 22:26:09,DELETE,401,2554,192.168.96.197
2025-12-10 11:25:41,GET,200,1179,192.168.242.249
2025-12-09 22:52:28,PUT,500,2467,192.168.91.251
2025-12-10 14:50:44,PUT,201,4235,192.168.243.206
2025-12-10 03:50:14,GET,404,2525,192.168.218.100
2025-12-10 13:23:51,PUT,404,4380,192.168.135.191
2025-12-10 13:39:44,DELETE,404,1858,192.168.187.75
2025-12-10 10:07:03,DELETE,500,689,192.168.79.189
2025-12-10 06:21:07,POST,404,3797,192.168.107.142
2025-12-10 03:05:46,POST,404,2430,192.168.32.132
2025-12-10 07:41:32,POST,500,2030,192.168.41.108
2025-12-09 21:08:19,PUT,500,1255,192.168.106.212
2025-12-09 22:26:16,GET,400,2666,192.168.78.239
2025-12-10 12:12:31,DELETE,400,3709,192.168.187.202
2025-12-10 00:08:51,GET,404,1518,192.168.214.207
2025-12-10 09:41:50,PUT,400,2487,192.168.181.102
2025-12-10 02:20:11,GET,500,2232,192.168.60.242
2025-12-10 03:47:33,PUT,403,615,192.168.160.49
2025-12-09 15:37:50,POST,400,4399,192.168.230.253
2025-12-10 06:59:10,POST,201,4671,192.168.231.99
2025-12-09 18:41:16,POST,403,3817,192.168.154.255
2025-12-09 22:02:45,PUT,403,4307,192.168.206.88
2025-12-09 15:31:49,PUT,404,2943,192.168.214.154
2025-12-10 01:57:02,PUT,500,3402,192.168.206.37
2025-12-09 22:54:28,GET,500,1766,192.168.173.143
2025-12-10 10:49:54,POST,404,1731,192.168.115.40
2025-12-10 01:08:27,GET,500,2056,192.168.89.19
2025-12-09 19:02:20,GET,400,2489,192.168.229.24
2025-12-10 00:07:19,POST,400,2437,192.168.197.138
2025-12-10 10:05:15,DELETE,401,2528,192.168.102.1
2025-12-09 22:50:28,GET,500,899,192.168.43.241
2025-12-10 04:40:41,POST,400,4461,192.168.103.200
2025-12-10 12:03:45,DELETE,200,2747,192.168.83.128
2025-12-10 05:54:05,POST,400,533,192.168.177.227
2025-12-10 02:52:09,PUT,201,2138,192.168.7.94
2025-12-10 01:33:26,DELETE,401,3175,192.168.53.215
2025-12-10 07:41:52,GET,400,1236,192.168.117.194
2025-12-10 06:17:22,PUT,500,4908,192.168.253.150
2025-12-09 23:01:32,GET,400,2549,192.168.92.218
2025-12-09 22:32:38,POST,400,2402,192.168.173.111
2025-12-10 13:35:32,GET,200,2373,192.168.14.245
2025-12-09 20:05:15,DELETE,401,3992,192.168.18.9
2025-12-10 11:32:23,PUT,404,1666,192.168.244.99
2025-12-09 22:17:27,PUT,500,4807,192.168.237.107
2025-12-09 16:05:47,POST,403,1362,192.168.184.98
2025-12-09 15:28:21,POST,200,3930,192.168.76.183
2025-12-10 13:10:57,PUT,401,1029,192.168.114.157
2025-12-09 20:37:39,PUT,403,826,192.168.79.226
2025-12-10 08:35:18,DELETE,200,4110,192.168.51.205
2025-12-10 03:31:39,PUT,200,1108,192.168.74.119
2025-12-09 15:33:25,PUT,404,872,192.168.18.226
2025-12-09 17:11:02,PUT,200,1789,192.168.79.65
2025-12-10 00:54:02,PUT,400,3712,192.168.26.187
2025-12-10 07:37:24,DELETE,400,2084,192.168.105.195
2025-12-10 01:30:48,GET,201,3844,192.168.148.179
2025-12-10 08:57:15,DELETE,500,577,192.168.37.134
2025-12-09 19:28:55,DELETE,500,1815,192.168.190.140
2025-12-09 23:17:25,PUT,401,3135,192.168.216.222
2025-12-10 02:22:24,PUT,201,4610,192.168.88.117
2025-12-09 18:08:17,PUT,200,4965,192.168.149.79
2025-12-10 04:49:30,GET,201,1070,192.168.121.61
2025-12-09 17:22:24,POST,201,4157,192.168.104.75
2025-12-09 17:20:44,POST,500,3034,192.168.29.115
2025-12-09 22:38:42,DELETE,404,725,192.168.165.188
2025-12-10 05:46:10,POST,400,1243,192.168.28.119
2025-12-09 19:51:56,PUT,500,2271,192.168.152.14
2025-12-09 19:51:05,POST,404,2706,192.168.127.219
2025-12-10 14:24:37,PUT,500,886,192.168.255.100
2025-12-10 05:43:28,PUT,404,1670,192.168.26.85
2025-12-09 19:32:50,PUT,201,3750,192.168.231.3
2025-12-09 23:26:16,PUT,401,4546,192.168.246.110
2025-12-10 01:31:17,GET,201,1945,192.168.5.8
2025-12-10 06:57:23,DELETE,404,1142,192.168.70.178
2025-12-09 21:15:46,PUT,500,2799,192.168.224.186
2025-12-10 02:10:43,PUT,401,1945,192.168.104.133
2025-12-10 14:35:24,GET,403,4252,192.168.244.189
2025-12-09 15:14:05,GET,403,2216,192.168.158.172
2025-12-10 06:54:36,GET,404,1954,192.168.127.25
2025-12-09 23:52:32,DELETE,401,2881,192.168.97.108
2025-12-09 19:39:32,POST,200,3872,192.168.189.238
2025-12-09 18:11:27,POST,404,4440,192.168.6.138
2025-12-10 00:11:42,DELETE,401,882,192.168.91.35
2025-12-09 15:19:35,GET,401,4862,192.168.131.111
2025-12-09 23:43:40,POST,200,4420,192.168.205.16
2025-12-09 22:37:46,DELETE,404,1807,192.168.63.134
2025-12-10 06:32:01,POST,400,2609,192.168.57.163
2025-12-10 12:57:56,DELETE,201,3947,192.168.16.162
2025-12-10 14:12:04,GET,500,4040,192.168.57.205
2025-12-09 23:06:03,POST,500,597,192.168.30.172
2025-12-09 18:59:10,DELETE,200,2320,192.168.106.232
2025-12-10 09:53:12,POST,401,2633,192.168.144.101
2025-12-09 18:49:10,PUT,401,4046,192.168.39.118
2025-12-10 14:13:04,PUT,404,205,192.168.77.118
2025-12-09 15:35:23,POST,500,3797,192.168.179.114
2025-12-09 19:14:39,POST,401,2258,192.168.207.182
2025-12-09 20:37:14,GET,201,3824,192.168.252.141
2025-12-10 11:22:03,POST,404,2911,192.168.250.245
2025-12-09 20:59:17,GET,403,2591,192.168.129.1
2025-12-10 04:36:00,DELETE,404,1861,192.168.101.152
2025-12-09 20:44:10,DELETE,403,768,192.168.216.69
2025-12-10 06:09:40,PUT,400,3673,192.168.18.102
2025-12-10 14:12:49,POST,201,3376,192.168.12.131
2025-12-09 19:47:37,DELETE,403,3875,192.168.21.204
2025-12-10 00:16:35,DELETE,403,1917,192.168.20.87
2025-12-10 02:09:56,PUT,403,3375,192.168.30.112
2025-12-10 08:02:07,DELETE,200,1332,192.168.201.27
2025-12-10 09:45:56,DELETE,401,4724,192.168.44.111
2025-12-10 08:55:32,DELETE,400,4599,192.168.104.243
2025-12-09 21:23:08,GET,403,2921,192.168.224.133
2025-12-10 07:35:12,POST,403,3314,192.168.9.13
2025-12-10 01:45:23,PUT,201,3521,192.168.231.106
2025-12-10 00:05:52,DELETE,401,434,192.168.169.254
2025-12-10 10:16:49,GET,403,4901,192.168.4.36
2025-12-09 20:47:32,PUT,200,2375,192.168.73.72
2025-12-10 05:44:03,PUT,401,2093,192.168.202.166
2025-12-09 22:04:51,PUT,404,1796,192.168.161.121
2025-12-10 11:43:55,PUT,403,4803,192.168.147.175
2025-12-10 09:09:28,POST,500,2828,192.168.183.62
2025-12-10 07:51:07,POST,403,4311,192.168.60.202
2025-12-09 22:26:07,PUT,400,2710,192.168.226.124
2025-12-09 16:22:26,DELETE,401,3896,192.168.152.218
2025-12-09 23:24:26,DELETE,400,4088,192.168.92.225
2025-12-09 22:26:45,DELETE,401,1078,192.168.37.115
2025-12-09 22:51:48,POST,404,3320,192.168.240.233
2025-12-10 07:21:26,GET,400,932,192.168.158.108
2025-12-09 15:27:37,DELETE,401,716,192.168.25.163
2025-12-09 16:43:35,GET,200,2841,192.168.154.118
2025-12-09 15:53:16,POST,200,660,192.168.126.118
2025-12-09 17:49:27,PUT,500,592,192.168.237.218
2025-12-09 20:17:11,PUT,404,1191,192.168.222.62
2025-12-09 23:35:53,GET,400,2157,192.168.21.134
2025-12-10 05:34:08,DELETE,403,2499,192.168.62.14
2025-12-10 06:47:10,PUT,500,3147,192.168.122.120
2025-12-10 09:47:42,GET,404,3217,192.168.87.193
2025-12-10 07:53:03,PUT,500,3925,192.168.194.241
2025-12-10 09:51:15,DELETE,500,3981,192.168.65.226
2025-12-10 06:14:16,POST,401,706,192.168.207.64
2025-12-09 17:48:46,POST,201,4390,192.168.164.2
2025-12-09 19:13:11,POST,201,2804,192.168.198.81
2025-12-10 07:00:45,GET,500,116,192.168.77.152
2025-12-10 10:57:13,PUT,201,4266,192.168.32.13
2025-12-09 23:09:58,POST,401,2564,192.168.12.15
2025-12-10 08:16:24,GET,404,1827,192.168.37.149
2025-12-10 14:36:46,PUT,200,2504,192.168.124.237
2025-12-09 21:03:31,GET,400,4438,192.168.110.132
2025-12-09 19:37:28,DELETE,201,3483,192.168.134.9
2025-12-09 17:41:11,PUT,201,557,192.168.36.240
2025-12-10 05:24:16,DELETE,403,711,192.168.210.224
2025-12-10 09:55:34,GET,403,2715,192.168.188.240
2025-12-10 12:04:34,GET,201,272,192.168.139.224
2025-12-09 15:19:46,PUT,404,2457,192.168.64.85
2025-12-10 13:50:45,PUT,200,396,192.168.20.20
2025-12-10 13:50:10,GET,404,3672,192.168.62.110
2025-12-10 02:06:02,POST,500,1239,192.168.156.58
2025-12-09 19:55:24,PUT,403,4791,192.168.89.227
2025-12-09 16:35:18,POST,201,962,192.168.214.14
2025-12-09 17:41:03,POST,500,4848,192.168.29.132
2025-12-09 22:11:29,PUT,200,676,192.168.218.112
2025-12-10 06:19:13,POST,401,1164,192.168.174.203
2025-12-09 15:44:58,DELETE,403,1809,192.168.109.193
2025-12-10 02:51:06,PUT,400,3890,192.168.97.254
2025-12-09 15:06:37,DELETE,200,768,192.168.189.174
2025-12-09 23:06:49,PUT,201,2160,192.168.31.164
2025-12-10 09:32:22,GET,400,2692,192.168.147.131
2025-12-10 04:55:31,PUT,404,477,192.168.94.211
2025-12-10 11:18:29,POST,404,2449,192.168.173.103
2025-12-10 02:10:08,PUT,400,842,192.168.23.243
2025-12-10 11:04:46,PUT,404,2214,192.168.185.128
2025-12-09 20:45:16,DELETE,401,805,192.168.255.240
2025-12-09 15:55:33,PUT,500,1450,192.168.167.135
2025-12-10 01:10:41,DELETE,400,4731,192.168.23.233
2025-12-10 10:01:34,POST,400,4399,192.168.182.216
2025-12-10 09:24:42,GET,201,4615,192.168.200.111
2025-12-10 12:28:48,GET,201,1439,192.168.241.59
2025-12-10 10:22:46,DELETE,401,4065,192.168.17.97
2025-12-09 19:37:05,GET,401,4033,192.168.208.56
2025-12-09 23:11:31,PUT,400,1023,192.168.127.49
2025-12-10 05:12:09,GET,201,1074,192.168.98.146
2025-12-10 13:31:05,DELETE,201,258,192.168.223.143
2025-12-10 07:43:13,PUT,400,326,192.168.12.155
2025-12-10 12:14:36,GET,200,123,192.168.246.240
2025-12-10 06:46:40,DELETE,500,2456,192.168.35.249
2025-12-10 08:04:07,POST,500,4242,192.168.74.25
2025-12-09 23:40:42,GET,201,1358,192.168.137.164
2025-12-10 04:46:04,PUT,403,4422,192.168.80.246
2025-12-09 20:09:26,DELETE,404,3801,192.168.105.85
2025-12-10 04:12:12,PUT,400,4161,192.168.223.141
2025-12-10 10:19:54,POST,201,1248,192.168.228.228
2025-12-10 08:16:57,POST,201,4422,192.168.221.15
2025-12-10 04:20:35,DELETE,500,4883,192.168.147.23
2025-12-10 02:55:47,PUT,400,2649,192.168.255.76
2025-12-09 20:51:43,PUT,404,3542,192.168.224.174
2025-12-09 23:43:43,PUT,200,1538,192.168.99.64
2025-12-10 13:35:58,POST,500,3693,192.168.183.55
2025-12-10 07:24:26,POST,403,485,192.168.162.208
2025-12-10 13:04:50,GET,400,2115,192.168.17.28
2025-12-10 11:05:06,PUT,400,3772,192.168.255.203
2025-12-09 16:31:46,PUT,403,917,192.168.207.104
2025-12-10 04:21:10,POST,404,4147,192.168.52.102
2025-12-10 06:31:45,PUT,404,3113,192.168.250.166
2025-12-09 20:37:23,GET,201,558,192.168.32.150
2025-12-10 08:40:44,POST,500,4294,192.168.89.252
2025-12-09 22:22:03,POST,200,3281,192.168.144.7
2025-12-10 13:31:14,DELETE,200,3525,192.168.65.61
2025-12-09 19:29:48,PUT,400,4645,192.168.201.250
2025-12-10 00:16:25,POST,401,1989,192.168.208.103
2025-12-09 18:11:10,DELETE,201,775,192.168.179.168
2025-12-09 16:43:09,GET,200,351,192.168.55.117
2025-12-10 11:54:21,PUT,403,3791,192.168.26.82
2025-12-09 21:06:59,DELETE,401,869,192.168.240.248
2025-12-09 18:15:01,GET,500,128,192.168.196.231
2025-12-10 13:15:34,GET,200,4113,192.168.242.77
2025-12-09 20:58:47,POST,201,3471,192.168.237.141
2025-12-09 19:46:33,GET,200,4286,192.168.116.231
2025-12-10 08:17:01,GET,404,3904,192.168.17.143
2025-12-09 21:07:39,GET,401,4421,192.168.104.176
2025-12-09 19:19:02,DELETE,200,4125,192.168.35.12
2025-12-10 04:34:26,GET,201,4854,192.168.156.90
2025-12-10 13:44:50,PUT,500,1900,192.168.217.102
2025-12-09 21:12:31,PUT,403,1046,192.168.216.37
2025-12-09 21:39:04,POST,200,1203,192.168.68.163
2025-12-10 01:57:51,PUT,404,2065,192.168.55.21
2025-12-09 19:01:03,DELETE,403,1153,192.168.145.195
2025-12-09 22:53:53,POST,404,642,192.168.55.126
2025-12-10 01:39:54,GET,200,955,192.168.156.23
2025-12-09 20:32:16,DELETE,200,2694,192.168.152.209
2025-12-10 07:38:58,PUT,404,2103,192.168.81.166
2025-12-10 11:42:30,DELETE,404,2637,192.168.171.28
2025-12-10 13:12:39,GET,404,531,192.168.20.143
2025-12-10 14:58:16,GET,404,4029,192.168.66.166
2025-12-10 01:28:02,POST,404,1018,192.168.51.106
2025-12-09 16:09:54,GET,401,785,192.168.53.15
2025-12-09 15:09:52,PUT,401,2009,192.168.128.47
2025-12-10 02:58:28,POST,404,3117,192.168.104.126
2025-12-10 11:02:18,POST,200,3763,192.168.145.235
2025-12-10 06:48:35,DELETE,404,4162,192.168.92.238
2025-12-10 04:38:38,POST,403,555,192.168.1.35
2025-12-10 01:16:45,DELETE,401,768,192.168.232.50
2025-12-09 20:54:04,DELETE,500,1671,192.168.187.230
2025-12-09 20:04:32,POST,201,2204,192.168.41.1
2025-12-10 00:50:33,DELETE,201,2257,192.168.26.56
2025-12-10 14:56:39,GET,200,1468,192.168.35.144
2025-12-10 14:21:34,DELETE,500,3433,192.168.173.78
2025-12-10 02:07:00,PUT,401,1082,192.168.98.130
2025-12-10 00:35:31,POST,400,3870,192.168.170.70
2025-12-10 05:26:41,PUT,200,3010,192.168.41.233
2025-12-10 14:28:35,POST,200,676,192.168.109.221
2025-12-10 01:28:21,GET,500,2614,192.168.49.235
2025-12-10 14:21:29,POST,403,960,192.168.242.108
2025-12-10 04:45:17,PUT,201,4750,192.168.96.99
2025-12-09 18:06:50,POST,200,3784,192.168.219.19
2025-12-10 07:25:03,PUT,201,1348,192.168.204.125
2025-12-10 03:01:52,POST,500,3872,192.168.25.119
2025-12-10 03:23:26,GET,201,4932,192.168.131.42
2025-12-09 16:37:05,POST,500,697,192.168.142.56
2025-12-10 09:48:43,POST,401,4485,192.168.127.144
2025-12-10 12:02:19,PUT,401,2431,192.168.211.67
2025-12-09 23:56:27,GET,200,904,192.168.168.160
2025-12-10 11:07:31,PUT,400,3837,192.168.71.111
2025-12-10 08:27:41,GET,404,2931,192.168.112.153
2025-12-09 17:49:23,POST,400,1043,192.168.5.197
2025-12-10 12:18:16,GET,200,3334,192.168.59.63
2025-12-09 19:53:31,GET,403,541,192.168.245.158
2025-12-09 21:24:34,PUT,200,3704,192.168.106.132
2025-12-10 08:26:06,POST,500,262,192.168.10.4
2025-12-10 06:28:16,PUT,200,2929,192.168.17.46
2025-12-10 06:16:27,DELETE,401,3378,192.168.251.129
2025-12-09 20:52:57,GET,500,2786,192.168.161.77
2025-12-09 22:53:31,GET,500,3368,192.168.106.225
2025-12-09 21:56:39,GET,400,4005,192.168.81.86
2025-12-09 20:24:53,DELETE,404,315,192.168.180.99
2025-12-09 19:11:59,DELETE,400,3382,192.168.214.139
2025-12-10 08:53:08,DELETE,201,1397,192.168.124.59
2025-12-10 06:25:34,GET,201,4222,192.168.189.196
2025-12-10 03:58:08,PUT,201,3201,192.168.163.103
2025-12-10 14:32:40,PUT,403,714,192.168.182.39
2025-12-09 23:32:03,DELETE,500,2728,192.168.92.97
2025-12-09 19:01:50,GET,401,2420,192.168.43.220
2025-12-10 01:33:30,POST,403,489,192.168.153.225
2025-12-10 01:01:42,DELETE,200,2983,192.168.62.159
2025-12-10 11:43:12,DELETE,500,3987,192.168.221.137
2025-12-09 21:07:12,GET,403,3295,192.168.147.65
2025-12-10 05:17:58,DELETE,400,133,192.168.249.45
2025-12-09 17:53:19,PUT,201,3910,192.168.162.75
2025-12-10 06:27:56,PUT,200,3671,192.168.221.232
2025-12-10 12:25:30,PUT,404,3218,192.168.38.90
2025-12-10 13:24:47,DELETE,404,1761,192.168.21.252
2025-12-10 05:38:10,POST,201,2874,192.168.68.243
2025-12-10 11:34:33,DELETE,200,683,192.168.146.75
2025-12-10 04:15:49,DELETE,404,2951,192.168.26.34
2025-12-09 21:50:32,POST,201,3897,192.168.227.91
2025-12-09 18:37:49,GET,404,2777,192.168.157.153
2025-12-10 07:16:06,GET,500,154,192.168.128.123
2025-12-10 05:50:32,DELETE,200,2936,192.168.76.124
2025-12-10 06:27:39,PUT,400,1716,192.168.148.64
2025-12-10 08:57:37,PUT,200,2825,192.168.58.63
2025-12-10 05:05:46,GET,500,4450,192.168.112.47
2025-12-10 04:24:45,GET,403,2649,192.168.100.127
2025-12-10 13:34:58,GET,404,4120,192.168.115.152
2025-12-10 04:15:09,POST,401,322,192.168.205.243
2025-12-09 17:05:30,GET,500,1473,192.168.112.199
2025-12-10 12:44:45,DELETE,404,1159,192.168.145.53
2025-12-10 10:16:41,POST,200,3632,192.168.65.130
2025-12-09 17:09:56,PUT,404,3598,192.168.185.46
2025-12-10 07:27:33,PUT,201,2825,192.168.117.217
2025-12-09 15:14:06,GET,400,4423,192.168.143.156
2025-12-10 07:18:44,GET,500,2434,192.168.181.82
2025-12-10 00:55:57,PUT,201,3980,192.168.12.78
2025-12-10 04:08:55,DELETE,201,4393,192.168.251.188
2025-12-10 01:48:12,DELETE,201,3812,192.168.14.25
2025-12-09 21:04:07,POST,201,4610,192.168.115.209
2025-12-10 13:09:15,DELETE,403,587,192.168.9.10
2025-12-10 03:16:23,DELETE,500,1539,192.168.141.70
2025-12-10 14:46:18,PUT,500,4256,192.168.48.41
2025-12-09 22:35:18,DELETE,200,3559,192.168.44.17
2025-12-09 15:25:43,GET,404,2397,192.168.12.48
2025-12-10 13:26:11,POST,401,4379,192.168.55.58
2025-12-09 19:58:42,DELETE,404,3414,192.168.184.133
2025-12-09 19:28:50,PUT,401,3257,192.168.149.73
2025-12-10 01:26:00,GET,200,3553,192.168.226.137
2025-12-10 12:49:01,POST,200,1447,192.168.2.170
2025-12-10 03:28:52,POST,401,1633,192.168.184.41
2025-12-09 23:58:45,DELETE,401,4731,192.168.176.75
2025-12-10 08:13:32,GET,200,3422,192.168.113.214
2025-12-10 10:05:20,PUT,201,3027,192.168.227.218
2025-12-10 14:15:15,POST,200,3745,192.168.75.180
2025-12-10 08:57:20,PUT,500,1287,192.168.18.21
2025-12-09 21:18:17,POST,200,4286,192.168.42.228
2025-12-10 09:38:24,GET,200,4248,192.168.134.187
2025-12-10 02:04:38,PUT,403,2267,192.168.135.192
2025-12-10 10:43:19,PUT,403,1106,192.168.148.31
2025-12-10 01:53:44,PUT,404,666,192.168.68.187
2025-12-09 22:40:05,GET,200,146,192.168.235.109
2025-12-09 17:55:00,DELETE,500,3775,192.168.2.67
2025-12-10 10:26:12,POST,201,4507,192.168.147.243
2025-12-10 07:43:52,POST,200,1613,192.168.234.106
2025-12-09 17:12:31,POST,201,4915,192.168.135.148
2025-12-09 23:49:11,DELETE,400,2999,192.168.23.97
2025-12-09 20:27:52,PUT,403,3884,192.168.42.201
2025-12-10 11:24:57,GET,403,4172,192.168.227.199
2025-12-10 01:07:23,GET,201,4943,192.168.128.12
2025-12-09 21:55:55,PUT,500,1880,192.168.166.50
2025-12-10 10:29:52,POST,500,1759,192.168.240.244
2025-12-10 05:14:44,POST,200,562,192.168.89.19
2025-12-09 23:32:19,POST,401,2123,192.168.116.219
2025-12-10 13:43:25,PUT,200,1828,192.168.169.91
2025-12-09 18:45:21,GET,404,2949,192.168.168.213
2025-12-09 17:05:13,POST,403,4905,192.168.131.16
2025-12-10 11:32:54,DELETE,404,3509,192.168.87.118
2025-12-10 11:14:26,GET,200,1270,192.168.252.247
2025-12-09 17:15:02,POST,403,606,192.168.240.136
2025-12-10 02:38:38,GET,403,2592,192.168.64.230
2025-12-10 04:29:26,GET,500,4325,192.168.57.129
2025-12-09 15:32:15,DELETE,404,4685,192.168.75.68
2025-12-09 18:27:18,GET,401,2989,192.168.81.138
2025-12-10 02:16:15,PUT,201,286,192.168.147.157
2025-12-10 08:47:46,GET,404,351,192.168.170.255
2025-12-10 04:28:54,DELETE,201,310,192.168.20.240
2025-12-10 08:02:24,POST,403,383,192.168.149.40
2025-12-10 02:46:02,PUT,404,4160,192.168.234.32
2025-12-09 21:59:38,GET,500,663,192.168.199.156
2025-12-09 20:25:34,PUT,200,4605,192.168.236.214
2025-12-09 19:54:14,GET,201,1763,192.168.64.21
2025-12-09 22:33:59,POST,401,4626,192.168.175.74
2025-12-10 07:44:56,PUT,500,4025,192.168.8.237
2025-12-10 08:01:03,DELETE,500,2933,192.168.21.39
2025-12-09 23:26:16,POST,403,2798,192.168.187.241
2025-12-10 02:52:44,PUT,403,1188,192.168.126.195
2025-12-09 16:48:07,POST,404,4842,192.168.247.192
2025-12-09 23:23:03,GET,403,274,192.168.249.78
2025-12-10 13:23:57,PUT,404,2056,192.168.156.226
2025-12-10 12:28:06,PUT,400,3311,192.168.223.133
2025-12-10 09:45:15,GET,403,1136,192.168.67.137
2025-12-10 13:04:29,DELETE,400,2613,192.168.130.42
